feature_name|feature_class|state_name|map_name|prim_lat_dec|prim_long_dec
Black Mountain|Summit|Nevada|Gold Point SW|37.3198357|-117.4590403
Blackcap Mountain|Summit|Nevada|Goldfield|37.696675|-117.1578879
Dun Glen Peak|Summit|Nevada|Dun Glen Peak|40.8009126|-117.8921671
Elephant Head|Summit|Nevada|Galena Canyon|40.6117353|-117.0192568
Flattop Mountain|Summit|Nevada|Alkali|37.7510383|-117.3347926
Lee Peak|Summit|Nevada|Lee Peak|40.5676638|-117.8419752
Red Mountain|Summit|Nevada|Rhyolite Ridge|37.7597616|-117.7601492
Sheep Mountain|Summit|Nevada|Mohawk Mine|37.69361|-117.793934
Vanderbilt Peak|Summit|Nevada|Silver Peak|37.7588481|-117.6714034
Winnemucca Mountain|Summit|Nevada|Winnemucca Mountain|41.0109656|-117.7673174
Crown Point|Ridge|Nevada|Virginia City|39.2916505|-119.6771472
Burnt Rock Peak|Summit|Nevada|Pidgeon Spring SW|41.007955|-118.982675
Mahogany Peak|Summit|Nevada|Fox Mountain|41.0247309|-119.5291322
Steamboat Mountain|Summit|Nevada|Trego|40.8506286|-119.2238667
Rocky Peak|Summit|Nevada|Black Rock Point East|40.9993059|-118.9799471
Phonolite Peak|Summit|Nevada|Rocky Canyon|40.5557366|-118.7473833
Terrace Point|Ridge|Nevada|The Needle Rocks|40.2107384|-119.6485259
Kimberly Hill|Summit|Nevada|Fraser Flat|39.7932421|-119.6851876
Folsom Peak|Summit|Nevada|South Lake Tahoe|38.9771302|-119.9165692
Rocky Peak|Summit|Nevada|Fox Mountain|41.0537867|-119.6199188
Ladden Cone|Summit|Nevada|Division Peak|41.1157308|-119.3299101
Mount Observation|Summit|Nevada|Division Peak|41.0457314|-119.3601882
Peak Number 4|Summit|Nevada|Yankee Blade|39.5408191|-117.0524485
Pine Mountain|Summit|Nevada|Bolivia|39.9896326|-117.9787487
Union Hill|Summit|Nevada|Austin|39.4702039|-117.0467555
Bald Mountain|Summit|Nevada|South Shoshone Peak|39.0072553|-117.5598671
Rocky Bluff|Summit|Nevada|Dutch Flat|39.2718954|-117.3465244
Indian Peak|Summit|Nevada|Carroll Summit|39.283535|-117.6409403
Alpha Mountain|Summit|Nevada|Alpha Mountain|40.8120372|-118.3144277
Blue Mountain|Summit|Nevada|Pronto|40.9869341|-118.0830267
Buff Peak|Summit|Nevada|Bottle Creek Ranch|41.3664325|-118.3662485
Elephant Mountain|Summit|Nevada|Paiute Meadows|41.2667929|-118.904947
Star Peak|Summit|Nevada|Star Peak|40.5224499|-118.1707273
The Needle Rocks|Pillar|Nevada|The Needle Rocks|40.1468499|-119.6826929
Fox Mountain|Summit|Nevada|Fox Mountain|41.0254134|-119.5583034
Pahsupp Mountain|Summit|Nevada|Cholona|40.7762725|-118.9977447
Star Peak|Summit|Nevada|Dixie Hot Springs|39.8632486|-118.0659661
Carson Table Summit|Summit|Nevada|Table Mountain|39.5413078|-118.2987467
Churchill Peak|Summit|Nevada|Churchill Butte|39.3396387|-119.2954401
Malapie Hill|Summit|Nevada|Mina|38.4354803|-118.0598398
Last Chance Hill|Summit|Nevada|Aurora|38.2888037|-118.8968376
Sugarloaf Mountain|Summit|Nevada|Aurora|38.3366797|-118.9773494
Basalt Peak|Summit|Nevada|Pilot Cone|38.9860345|-118.3976306
Rattlesnake Hill|Summit|Nevada|Double Spring|38.852404|-119.5087645
Sand Springs Range Cairn|Summit|Nevada|Big Kasock Mountain|39.1054795|-118.3495758
Artesia|Summit|Nevada|Lincoln Flat|39.0288312|-119.3714183
Granite Peak|Summit|Nevada|Double Spring|38.8382424|-119.5023883
Mount Scott|Summit|Nevada|Virginia City|39.2618505|-119.7051674
Lone Rock|Pillar|Nevada|Virginia City|39.3235234|-119.650735
Trout Creek Spur|Ridge|Nevada|Parrot Peak|41.2762225|-118.4017659
Red White and Blue Mountain|Summit|Nevada|Wadsworth|39.6265789|-119.3212825
Blackrock|Summit|Nevada|Lincoln Flat|39.1241452|-119.2805945
Pinto Peak|Summit|Nevada|Pinto Springs|41.3065628|-119.6538128
Black Butte|Summit|Nevada|Dixie Valley SE|39.6132523|-118.0017946
Mount Como|Summit|Nevada|Mount Como|39.0212467|-119.473891
Desert Peak|Summit|Nevada|Desert Peak|39.7860031|-118.9376697
Eagle Mountain|Summit|Nevada|Oreana Peak|38.8110957|-119.4854781
McTarnahan Hill|Summit|Nevada|McTarnahan Hill|39.1096495|-119.6574463
Needle Rock|Summit|Nevada|Tule Peak|39.9130496|-119.6487897
Mount Oddie|Summit|Nevada|Tonopah|38.0724692|-117.2218844
Pah Rah Mountain|Summit|Nevada|Pah Rah Mountain|39.7943649|-119.4742049
Pond Peak|Summit|Nevada|Olinghouse|39.6520124|-119.4636907
Rawe Peak|Summit|Nevada|Como|39.2002105|-119.4810291
Red Ridge|Ridge|Nevada|Red Ridge|39.0227546|-118.5839656
Sugar Loaf|Summit|Nevada|Double Spring|38.8459476|-119.5488639
Sugarloaf Peak|Summit|Nevada|Griffith Canyon|39.6753417|-119.6744292
Rice Peak|Summit|Nevada|Pine Nut Valley|38.984429|-119.4650014
Spoon Mountain|Summit|Nevada|Weso|41.0445378|-117.7011208
The Knolls|Summit|Nevada|The Knolls|41.23975|-117.075251
Chimney Peak|Summit|Nevada|Chimney Reservoir|41.3921142|-117.1784391
Giants Grave|Summit|Nevada|Winnemucca East|40.9885135|-117.6323484
Rose Creek Mountain|Summit|Nevada|Rose Creek Mountain|40.8341808|-117.8657833
Little Tabletop Mountain|Summit|Nevada|Rose Creek|40.9360922|-117.9008483
Wishart Hill|Summit|Nevada|Lincoln Flat|39.0114055|-119.2873667
Kramer Hill|Summit|Nevada|Golconda|40.9279042|-117.4992113
Juniper Ridge|Ridge|Nevada|Pole Creek|40.9299868|-117.5829719
Cobble Cuesta|Ridge|Nevada|Mount Annie NE|38.9192597|-118.067896
Rand Ridge|Ridge|Nevada|Copper Mountain|38.7685919|-118.3778021
Mystery Ridge|Ridge|Nevada|Ramsey Spring|38.7934|-118.2250923
Muller Mountain|Summit|Nevada|Sunrise Flat|38.530757|-118.0284512
Round Mountain|Summit|Nevada|Juniper Springs|41.0071007|-119.8185657
South Donnelly Peak|Summit|Nevada|Donnelly Creek|41.033423|-119.2259608
Sheep Buttes|Summit|Nevada|McConnel Canyon|41.14161|-119.2534626
Red Mountain|Summit|Nevada|Pegleg Canyon|41.2134377|-119.8962003
Lookout Mountain|Summit|Nevada|Fox Mountain|41.0423171|-119.5819275
Black Butte|Summit|Nevada|Bottle Creek Slough NW|41.4211917|-118.2411812
Mormon Dan Butte|Summit|Nevada|Mormon Dan Butte|41.118969|-118.1084693
Sod House Point|Summit|Nevada|Sod House|41.4251774|-118.0569195
Gabica Butte|Summit|Nevada|Sombrero Peak|41.2307289|-118.1101322
Corbeal Butte|Summit|Nevada|Sombrero Peak|41.1788205|-118.1212017
Sombrero Peak|Summit|Nevada|Sombrero Peak|41.1313016|-118.0081401
Red Mountain|Summit|Nevada|Melody Mountain|40.9402687|-119.457743
Eddies Garden|Summit|Nevada|Eddies Garden|40.813407|-119.7739859
Finley Butte|Summit|Nevada|Hualapai Flat South|40.8606465|-119.2593591
Black Butte|Summit|Nevada|Poodle Mountain|40.8168876|-119.7172801
Button Mountain|Summit|Nevada|Poodle Mountain|40.7571499|-119.6643504
Simon Mountain|Summit|Nevada|Simon|38.5672676|-117.855784
Little Pilot Peak|Summit|Nevada|Simon|38.5311899|-117.8234319
Florence Hill|Summit|Nevada|Cosgrave|40.8043609|-118.1234418
Humboldt Hill|Summit|Nevada|Woody Canyon|40.7870396|-118.1366682
Springer Hill|Summit|Nevada|Woody Canyon|40.7837063|-118.1407289
Sutton Hill|Summit|Nevada|Woody Canyon|40.7753568|-118.1356858
Stank Hill|Summit|Nevada|Woody Canyon|40.7789191|-118.1451521
Eagles Nest Rock|Summit|Nevada|Rocky Canyon|40.5878276|-118.7299057
KBSK Mountain|Summit|Nevada|Rocky Canyon|40.5812865|-118.7470928
The Banjo|Summit|Nevada|The Banjo|40.8340668|-119.4315785
Black Mountain|Summit|Nevada|Juniper Pass|40.3702905|-119.0354142
Juniper Mountain|Summit|Nevada|Bob Spring|40.2344088|-119.0740665
Sawtooth Knob|Summit|Nevada|Sawtooth Knob|40.8618752|-118.5426228
Melody Mountain|Summit|Nevada|Melody Mountain|40.9483912|-119.4684049
Pulpit Rock|Pillar|Nevada|Floka|40.8924013|-118.6893294
Elephant Head Rock|Pillar|Nevada|Dead Horse Canyon|40.5749022|-118.9887828
Sugarloaf Knob|Summit|Nevada|Sugarloaf Knob|40.9962361|-118.6090155
Indian Rock|Pillar|Nevada|Wall Spring|40.7271232|-119.5651936
Burro Mountain|Summit|Nevada|Smoke Creek Ranch|40.5536222|-119.8852555
Twin Buttes|Summit|Nevada|Tenmile|40.5102241|-119.1636274
Dry Mountain|Summit|Nevada|Dry Mountain|40.6664975|-119.087022
Grass Mountain|Summit|Nevada|Buffalo Creek|40.7122485|-119.8649987
Lone Mountain|Summit|Nevada|Buffalo Creek|40.6808925|-119.847498
Chimney Rock|Summit|Nevada|Buffalo Creek|40.6392108|-119.8598053
Mormon Dan Peak|Summit|Nevada|Mormon Dan Peak|40.9691759|-119.1680531
Rowland Mountain|Summit|Nevada|Hole In The Ground|40.8550735|-119.946584
The Buttes|Summit|Nevada|Pinto Springs|41.2642061|-119.720083
Wagon Tire Mountain|Summit|Nevada|Melody Mountain|40.8888338|-119.4860974
Burnt Mountain|Summit|Nevada|Horse Canyon|40.7346175|-119.7199078
Mission Peak|Summit|Nevada|Sand Pass|40.2762388|-119.8503797
Seven Troughs Mountain|Summit|Nevada|Seven Troughs|40.4688201|-118.819361
Signal Peak|Summit|Nevada|Seven Troughs|40.4618268|-118.7956832
Moses Rock|Summit|Nevada|Moses Rock|39.8212101|-119.5366649
Mushroom Rock|Pillar|Nevada|Sutcliffe|39.9515742|-119.508238
Indian Head Rock|Pillar|Nevada|Sutcliffe|39.9046302|-119.5360163
Jackass Peak|Summit|Nevada|Sutcliffe|39.8845262|-119.5613891
Twentyone Mile Hill|Summit|Nevada|Fraser Flat|39.7657371|-119.6865632
Black Mountain|Summit|Nevada|Red Rock Canyon|40.4518907|-119.9321568
Eagle Head|Summit|Nevada|Red Rock Canyon|40.3976755|-119.9179689
Old Lonesome|Summit|Nevada|Patrick|39.5560178|-119.5751686
Hungry Ridge|Ridge|Nevada|Griffith Canyon|39.7243486|-119.7148974
Little Butte|Summit|Nevada|Hazen|39.5775702|-119.050855
The Gooseneck|Ridge|Nevada|Two Tips|39.6503108|-119.194018
The Nipple|Summit|Nevada|Sheckler Reservoir|39.3828736|-118.9684925
Kwe’na’a|Summit|Nevada|Rawhide|39.0107452|-118.4297992
Buckskin Mountain|Summit|Nevada|Rawhide|39.0074121|-118.4187939
Chicago Mountain|Summit|Nevada|Rawhide|39.0051957|-118.4103961
Grutt Hill|Summit|Nevada|Rawhide|39.0194627|-118.3912938
Murray Hill|Summit|Nevada|Rawhide|39.0127796|-118.3854816
Crazy Hill|Summit|Nevada|Rawhide|39.0082518|-118.3801179
Desert Peak|Summit|Nevada|Russell Spit|39.2117095|-118.8318674
Painted Mesa|Summit|Nevada|Weber Dam|39.113159|-118.8202761
Volcano Peak|Summit|Nevada|Sunrise Flat|38.5012903|-118.0883758
Gabbs Mountain|Summit|Nevada|Gabbs Mountain|38.7305002|-118.1038044
Finger Rock|Pillar|Nevada|Gabbs Mountain|38.6860347|-118.0076183
Henry Hill|Summit|Nevada|Yerington|38.9793069|-119.125929
Harlans Peak|Summit|Nevada|Lida Wash SW|37.5163198|-117.6467552
Cole Mountain|Summit|Nevada|Goldfield|37.7273436|-117.1314736
Harvey Peak|Summit|Nevada|Lida Wash|37.5060421|-117.5911979
Silver Peak|Summit|Nevada|Mohawk Mine|37.740208|-117.792319
Joes Peak|Summit|Nevada|Paymaster Ridge|37.8240243|-117.4573747
Carroll Peak|Summit|Nevada|Montezuma Peak|37.6888211|-117.3589716
Jims Peak|Summit|Nevada|Lida Wash SW|37.5763197|-117.6750905
Pearsons Peak|Summit|Nevada|Lida Wash SW|37.5482642|-117.6531449
Palmetto Peak|Summit|Nevada|Lida Wash SW|37.5282641|-117.6887011
Gold Mountain Peak|Summit|Nevada|Gold Point|37.2521513|-117.3056291
San Antonio Mountain|Summit|Nevada|San Antonio Well|38.2549325|-117.2339743
Black Butte|Summit|Nevada|Winnemucca Mountain|41.0246247|-117.823744
Chesser Mountain|Summit|Nevada|Galena Canyon|40.5329677|-117.1026044
Granite Peak|Summit|Nevada|Bloody Run Peak|41.1816174|-117.7541715
Koepato To|Summit|Nevada|Silver State Draw|41.2321236|-117.94625
Shaley Peak|Summit|Nevada|Clan Alpine Ranch|39.6160416|-117.8614971
Granite Mountain|Summit|Nevada|The Banjo|40.7911144|-119.4331258
Gold Mountain|Summit|Nevada|Mud Lake NW|37.9954888|-117.2442486
Saint Marys Hill|Summit|Nevada|Aurora|38.268804|-118.8915169
Middle Hill|Summit|Nevada|Aurora|38.2745765|-118.8907247
Aurora Hill|Summit|Nevada|Aurora|38.2893595|-118.8890169
Silver Hill|Summit|Nevada|Aurora|38.2699147|-118.9009614
Humboldt Hill|Summit|Nevada|Aurora|38.294444|-118.8763021
Martinez Hill|Summit|Nevada|Aurora|38.280311|-118.8836961
Peavine Mountain|Summit|Nevada|Verdi|39.5868487|-119.9320045
Sugar Loaf|Summit|Nevada|Spanish Springs Peak|39.7257432|-119.558237
Southeast Summit|Summit|Nevada|Arc Dome|38.8193688|-117.3486913
Round Hill|Summit|Nevada|Anderson Gardens|41.0470794|-117.4840181
Big Creek Peak|Summit|Nevada|Bunker Hill|39.2989831|-117.1434231
Alcatraz Island|Summit|Nevada|Alcatraz Island|37.7445166|-117.6182412
Balloon Hill|Summit|Nevada|Rawhide|39.0182679|-118.3876645
Black Eagle Hill|Summit|Nevada|Rawhide|39.012487|-118.4326084
Mount Bullion|Summit|Nevada|Virginia City|39.3044166|-119.6721913
Edna Mountain|Summit|Nevada|Goldrun Creek|40.8443791|-117.4294426
Emma Peak|Summit|Nevada|Flowery Peak|39.2963298|-119.6034325
Flowery Peak|Summit|Nevada|Flowery Peak|39.3198864|-119.6159338
Granite Mountain|Summit|Nevada|Granite Mountain|40.2802495|-117.8169271
Gundaker Hill|Summit|Nevada|Pilot Cone|38.9809125|-118.3882614
Haystack Butte|Summit|Nevada|Alpha Mountain|40.8082308|-118.3718052
Ophir Hill|Summit|Nevada|Virginia City|39.3183728|-119.6698262
Palmetto Mountain|Summit|Nevada|Magruder Mountain|37.4619162|-117.5738184
The Crater|Summit|Nevada|Silver Peak|37.8196528|-117.6365877
Wahguyhe Peak|Summit|Nevada|Wahguyhe Peak|36.9394822|-117.1053136
Hooligan Hill|Summit|Nevada|Rawhide|39.0129405|-118.3953124
Fairview Peak|Summit|Nevada|Bell Canyon|39.2251023|-118.1525926
Granite Peak|Summit|Nevada|The Banjo|40.7894857|-119.4305183
Hays Canyon Peak|Summit|Nevada|Hays Canyon|41.2735021|-119.9339821
Lyon Peak|Summit|Nevada|Como|39.1278593|-119.4729693
Majuba Mountain|Summit|Nevada|Majuba Mountain|40.6739018|-118.469798
Mira Mountain|Summit|Nevada|Goldfield|37.6857189|-117.2210358
Poodle Mountain|Summit|Nevada|Poodle Mountain|40.8100846|-119.6482458
Virginia Peak|Summit|Nevada|Pah Rah Mountain|39.7555702|-119.4611505
Martinez Hill|Summit|Nevada|Kinkaid|38.583533|-118.3792941
Telegraph Peak|Summit|Nevada|Yankee Blade|39.5549196|-117.0395214
Clark Mountain|Summit|Nevada|Patrick|39.504212|-119.5521045
Creek Hill|Summit|Nevada|Star Creek Ranch|40.5974177|-118.1142507
Mount Davidson|Summit|Nevada|Virginia City|39.3082844|-119.6636371
Granite Springs Ridge|Ridge|Nevada|Bob Spring|40.1969498|-119.1134735
Healy Peak|Summit|Nevada|Byers Canyon|39.6851911|-117.8067751
Iron Rock|Summit|Nevada|Quartz Mountain NW|39.1953144|-117.9884337
Middle Hill|Summit|Nevada|Virginia City|39.3238179|-119.6602408
Spanish Springs Peak|Summit|Nevada|Spanish Springs Peak|39.6489007|-119.5785904
Sugarloaf|Summit|Nevada|Flowery Peak|39.307391|-119.6088372
Division Peak|Summit|Nevada|Division Peak|41.1022334|-119.3271822
Old Razorback Mountain|Summit|Nevada|Dry Mountain NW|40.7424009|-119.1426793
Mountain of Hieroglyphics|Summit|Nevada|Silver Springs North|39.3893898|-119.1787744
McClellan Peak|Summit|Nevada|Virginia City|39.2577281|-119.7109723
Boundary Peak|Summit|Nevada|Boundary Peak|37.846072|-118.3510759
Eetz Mountain|Summit|Nevada|Grimes Point|39.3960306|-118.6265335
Job Peak|Summit|Nevada|Job Peak|39.5829816|-118.2353562
Magruder Mountain|Summit|Nevada|Magruder Mountain|37.4103502|-117.5473153
Silver Hill|Summit|Nevada|I X L Canyon|39.7067055|-118.2422383
Mount Jackson Ridge|Ridge|Nevada|Mount Jackson|37.484167|-117.2807065
North Peak|Summit|Nevada|North Peak|40.6749861|-117.1324409
April Fool Hill|Ridge|Nevada|Manhattan|38.5402114|-117.0634152
Arc Dome|Summit|Nevada|Arc Dome|38.8324243|-117.3528581
Mount Ardivey|Summit|Nevada|Mount Ardivey|38.7051999|-117.55481
Aurora Peak|Summit|Nevada|Mount Hicks|38.2776265|-118.8604958
Bald Mountain|Summit|Nevada|Manhattan|38.5771947|-117.0455988
Bald Mountain|Summit|Nevada|Wichman Canyon|38.5343493|-119.1152621
Bald Peak|Summit|Nevada|Aurora|38.3033384|-118.9706858
Mount Baldy|Summit|Nevada|Martis Peak|39.2784299|-120.0001144
Big Indian Mountain|Summit|Nevada|Corey Peak|38.488442|-118.7984159
Black Butte|Summit|Nevada|Burnt Cabin Summit|39.0300642|-117.7750302
Black Mammoth Hill|Summit|Nevada|Manhattan|38.5463708|-117.0940393
Black Mountain|Summit|Nevada|Desert Creek Peak|38.5923357|-119.2972985
Black Mountain|Summit|Nevada|Bakeoven Creek|38.8289225|-117.4834838
Boulder Hill|Summit|Nevada|Desert Creek Ranch|38.6948378|-119.349332
Buckeye Hill|Summit|Nevada|Manhattan|38.5739827|-117.0562772
Buffalo Mountain|Summit|Nevada|Ione|38.8958995|-117.5687647
Buffalo Point|Summit|Nevada|Mount Montgomery|37.8829178|-118.3509072
Buller Mountain|Summit|Nevada|Lucky Boy|38.3808139|-118.6877054
Bunker Hill|Ridge|Nevada|Bunker Hill|39.2528832|-117.1259107
C Hill|Summit|Nevada|Carson City|39.1562063|-119.790988
Captain Pomin Rock|Pillar|Nevada|Glenbrook|39.0957414|-119.9235167
Castle Rock|Pillar|Nevada|South Lake Tahoe|38.9899081|-119.9093468
Cave Rock|Pillar|Nevada|Glenbrook|39.046297|-119.9490713
Central Hill|Summit|Nevada|Austin|39.4855994|-117.0733191
Chipmunk Hill|Ridge|Nevada|Manhattan|38.5410446|-117.0736934
Clover Mountain|Summit|Nevada|Manhattan|38.527505|-117.0189854
Cone Peak|Summit|Nevada|Mount Rose NW|39.4561879|-119.9795568
Cory Peak|Summit|Nevada|Corey Peak|38.4479141|-118.7821758
Desert Creek Peak|Summit|Nevada|Desert Creek Peak|38.6141721|-119.3155672
Diamond King Hill|Summit|Nevada|Manhattan|38.5676293|-117.0427206
Duane Bliss Peak|Summit|Nevada|Glenbrook|39.0805919|-119.877998
Duck Hill|Summit|Nevada|Carson City|39.2286827|-119.7643964
East Peak|Summit|Nevada|South Lake Tahoe|38.9425192|-119.9074085
East Sister|Summit|Nevada|Desert Creek Peak|38.5234101|-119.290104
Mount Etna|Summit|Nevada|Mount Etna|38.6969309|-119.1420231
Excelsior Mountain|Summit|Nevada|Rattlesnake Flat|38.301508|-118.3916324
Fairview Peak|Summit|Nevada|Ellsworth|38.9828316|-117.773692
Five Fingers|Summit|Nevada|Five Fingers|41.432843|-117.6856038
Fourmile Hill|Ridge|Nevada|Desert Creek Ranch|38.6471252|-119.301601
Freds Mountain|Summit|Nevada|Bedell Flat|39.77902|-119.8533654
Garner Ridge|Ridge|Nevada|Mount Montgomery|37.8875732|-118.3193486
Genoa Peak|Summit|Nevada|Glenbrook|39.0429586|-119.8812791
Gold Hill|Ridge|Nevada|Manhattan|38.5374727|-117.0774112
Gold Hill|Summit|Nevada|Topaz Lake|38.7412572|-119.5451185
Granite Hills|Summit|Nevada|Reno NW|39.6508133|-119.9390638
Granite Peak|Summit|Nevada|Reno NW|39.6341805|-119.9278615
Grantsville Ridge|Ridge|Nevada|Grantsville|38.8283505|-117.579943
Gray Hills|Summit|Nevada|Topaz Lake|38.6737249|-119.5248975
Mount Hicks|Summit|Nevada|Mount Hicks|38.280038|-118.8177151
Horseshoe Rock|Pillar|Nevada|Mount Montgomery|37.8924304|-118.3101178
Huffaker Hills|Summit|Nevada|Mount Rose NE|39.4723804|-119.7580545
Indian Mountain|Summit|Nevada|Carson City|39.2115716|-119.7532242
Iron Mountain|Summit|Nevada|Iron Mountain|39.3335204|-117.3999283
Mount Jackson|Summit|Nevada|Lida|37.4735373|-117.3767338
Litigation Hill|Ridge|Nevada|Manhattan|38.5343781|-117.0614707
Lone Mountain|Ridge|Nevada|Carson City|39.1783278|-119.7607454
Mahogany Hill|Summit|Nevada|Bakeoven Creek|38.7739129|-117.4460885
Mahogany Mountain|Summit|Nevada|Arc Dome|38.7584024|-117.3139042
Mahogany Mountain|Summit|Nevada|Corral Wash|38.9076479|-117.3924416
Marlette Peak|Summit|Nevada|Marlette Lake|39.1885912|-119.8948005
Mount Moriah|Summit|Nevada|Manhattan|38.537372|-117.1021807
Mustang Hill|Summit|Nevada|Manhattan|38.5415948|-117.0803478
Mustang Mountain|Ridge|Nevada|Mount Montgomery|37.8925869|-118.308844
Mustang Point|Summit|Nevada|Mount Montgomery|37.9062905|-118.3197845
Nine Hill|Summit|Nevada|Carson City|39.2357588|-119.7524355
North Shoshone Peak|Summit|Nevada|North Shoshone Peak|39.1503117|-117.4799008
Pactolus Hills|Ridge|Nevada|Goldyke|38.7477503|-117.7911398
Pah-Rum Peak|Summit|Nevada|Pah-Rum Peak|40.3903557|-119.5752254
Palo Alto Hill|Summit|Nevada|Seyler Peak|38.5504925|-117.1328579
Paradise Peak|Summit|Nevada|Paradise Peak|38.8067521|-117.8268186
Peavine Mountain|Summit|Nevada|Arc Dome|38.7542686|-117.3630525
Peavine Peak|Summit|Nevada|Verdi|39.5894609|-119.9286068
Petersen Mountain|Summit|Nevada|Granite Peak|39.7959|-119.976104
Pinto Hill|Summit|Nevada|Volcanic Hills West|37.8933936|-118.1656997
Pinyon Hill|Summit|Nevada|Volcanic Hills West|37.914166|-118.2070298
Powell Mountain|Summit|Nevada|Powell Mountain|38.3277755|-118.6998892
Mount Prometheus|Summit|Nevada|Austin|39.4961253|-117.0449726
Rattlesnake Mountain|Summit|Nevada|Mount Rose NE|39.4723989|-119.7581161
Red Hill|Summit|Nevada|Long Dry Canyon|38.6890379|-119.4835189
Reese River Butte|Summit|Nevada|Reese River Butte|39.1632336|-117.3325853
Richmond Hill|Summit|Nevada|Grantsville|38.8692155|-117.5758557
Rifle Peak|Summit|Nevada|Mount Rose|39.2890808|-119.9916738
Rose Knob|Summit|Nevada|Mount Rose|39.2900029|-119.9814983
Rose Knob Peak|Summit|Nevada|Mount Rose|39.2935027|-119.9577945
